Nickname,Fullname,RelatedNickname,RelatedFullname,RelationPercentage,Column1,Column7,Column8
YOR081C,YOR081C,SSC1,YJR045C,0.404,,,
YOR081C,YOR081C,NAP1,YKR048C,0.29,,,
YOR081C,YOR081C,SHM2,YLR058C,0.406,,,
YOR081C,YOR081C,YEF3,YLR249W,0.769,,,
YOR081C,YOR081C,NIP1,YMR309C,0.294,,,
YOR081C,YOR081C,SSB2,YNL209W,0.29,,,
YOR083W,YOR083W,SWI4,YER111C,0.924,,,
YOR083W,YOR083W,SWI6,YLR182W,0.902,,,
YOR091W,YOR091W,FUN11,YAL036C,0.99,,,
YOR091W,YOR091W,YEF3,YLR249W,0.984,,,
YOR097C,YOR097C,YGL245W,YGL245W,0.451,,,
YOR097C,YOR097C,SMD3,YLR147C,0.458,,,
YOR097C,YOR097C,SME1,YOR159C,0.34,,,
YOR108W,YOR108W,YPK1,YKL126W,0.485,,,
UBP2,YOR124C,RSP5,YER125W,0.989,,,
UBP2,YOR124C,ADE6,YGR061C,0.639,,,
UBP2,YOR124C,KAP95,YLR347C,0.639,,,
UBP2,YOR124C,CRN1,YLR429W,0.298,,,
UBP2,YOR124C,SRP1,YNL189W,0.639,,,
UBP2,YOR124C,YOR138C,YOR138C,0.99,,,
RGA1,YOR127W,CMD1,YBR109C,0.37,,,
RGA1,YOR127W,YDR186C,YDR186C,0.319,,,
RGA1,YOR127W,MLC1,YGL106W,0.934,,,
RGA1,YOR127W,RSB1,YOR049C,0.319,,,
VPS17,YOR132W,VPS29,YHR012W,0.454,,,
VPS17,YOR132W,PEP8,YJL053W,0.39,,,
VPS17,YOR132W,VPS5,YOR069W,0.99,,,
YOR138C,YOR138C,RVS167,YDR388W,0.529,,,
YOR138C,YOR138C,RSP5,YER125W,0.989,,,
YOR138C,YOR138C,YLL029W,YLL029W,0.552,,,
ARP8,YOR141C,RVB2,YPL235W,0.968,,,
LSC1,YOR142W,SNF4,YGL115W,0.767,,,
LSC1,YOR142W,LSC2,YGR244C,0.988,,,
EFD1,YOR144C,RFC5,YBR087W,0.634,,,
EFD1,YOR144C,RFC2,YJR068W,0.988,,,
EFD1,YOR144C,RFC3,YNL290W,0.983,,,
EFD1,YOR144C,RFC4,YOL094C,0.45,,,
PUP1,YOR157C,PRE7,YBL041W,0.989,,,
PUP1,YOR157C,YBR225W,YBR225W,0.834,,,
PUP1,YOR157C,PUP3,YER094C,0.989,,,
PUP1,YOR157C,PRE3,YJL001W,0.887,,,
PUP1,YOR157C,PRE5,YMR314W,0.989,,,
PUP1,YOR157C,PRE6,YOL038W,0.99,,,
PUP1,YOR157C,PRE10,YOR362C,0.989,,,
PUP1,YOR157C,PRE2,YPR103W,0.99,,,
PET123,YOR158W,MRPS5,YBR251W,0.737,,,
PET123,YOR158W,RSM24,YDR175C,0.817,,,
PET123,YOR158W,MRP1,YDR347W,0.71,,,
PET123,YOR158W,MRP13,YGR084C,0.298,,,
PET123,YOR158W,RSM27,YGR215W,0.645,,,
PET123,YOR158W,MRP4,YHL004W,0.641,,,
PET123,YOR158W,RSM25,YIL093C,0.425,,,
PET123,YOR158W,RSM26,YJR101W,0.404,,,
PET123,YOR158W,RSM7,YJR113C,0.425,,,
PET123,YOR158W,MRPS18,YNL306W,0.404,,,
PET123,YOR158W,RSM19,YNR037C,0.404,,,
SME1,YOR159C,SNP1,YIL061C,0.988,,,
SME1,YOR159C,SMD3,YLR147C,0.774,,,
SME1,YOR159C,SMX3,YPR182W,0.944,,,
YRR1,YOR162C,TPD3,YAL016W,0.737,,,
YRR1,YOR162C,CDC55,YGL190C,0.737,,,
GLN4,YOR168W,PRB1,YEL060C,0.75,,,
GLN4,YOR168W,PBI2,YNL015W,0.879,,,
GLN4,YOR168W,YNL019C,YNL019C,0.364,,,
YOR172W,YOR172W,HMO1,YDR174W,0.664,,,
DCS2,YOR173W,NET1,YJL076W,0.585,,,
MED4,YOR174W,MED2,YDL005C,0.797,,,
MED4,YOR174W,CDC48,YDL126C,0.839,,,
MED4,YOR174W,SEC5,YDR166C,0.319,,,
MED4,YOR174W,MED6,YHR058C,0.938,,,
MED4,YOR174W,GPT2,YKR067W,0.319,,,
MED4,YOR174W,MSU1,YMR287C,0.319,,,
MED4,YOR174W,CIN1,YOR349W,0.319,,,
MED4,YOR174W,MED1,YPR070W,0.975,,,
MED4,YOR174W,NUT2,YPR168W,0.782,,,
YOR179C,YOR179C,PTA1,YAL043C,0.989,,,
YOR179C,YOR179C,REF2,YDR195W,0.985,,,
YOR179C,YOR179C,PTI1,YGR156W,0.557,,,
LAS17,YOR181W,SLA1,YBL007C,0.588,,,
LAS17,YOR181W,ESR1,YBR136W,0.384,,,
LAS17,YOR181W,BZZ1,YHR114W,0.989,,,
GSP2,YOR185C,YGL164C,YGL164C,0.757,,,
MSB1,YOR188W,YPL216W,YPL216W,0.392,,,
IES4,YOR189W,RVB1,YDR190C,0.989,,,
IES4,YOR189W,INO80,YGL150C,0.974,,,
IES4,YOR189W,IES3,YLR052W,0.984,,,
IES4,YOR189W,ARP8,YOR141C,0.554,,,
IES4,YOR189W,RVB2,YPL235W,0.989,,,
RIS1,YOR191W,HPR1,YDR138W,0.67,,,
RIS1,YOR191W,MFT1,YML062C,0.596,,,
RIS1,YOR191W,RLR1,YNL139C,0.67,,,
SLK19,YOR195W,RVS167,YDR388W,0.295,,,
SLK19,YOR195W,PUF4,YGL014W,0.286,,,
LIP5,YOR196C,FUN31,YAL017W,0.77,,,
LIP5,YOR196C,RVS167,YDR388W,0.406,,,
LIP5,YOR196C,TRK1,YJL129C,0.404,,,
LIP5,YOR196C,SEC65,YML105C,0.404,,,
LIP5,YOR196C,ASC1,YMR116C,0.769,,,
NOC2,YOR206W,NOP1,YDL014W,0.989,,,
NOC2,YOR206W,YRA1,YDR381W,0.597,,,
NOC2,YOR206W,STM1,YLR150W,0.988,,,
NOC2,YOR206W,PWP1,YLR196W,0.988,,,
NOC2,YOR206W,NOP2,YNL061W,0.982,,,
NOC2,YOR206W,RRS1,YOR294W,0.34,,,
NOC2,YOR206W,SKI3,YPR189W,0.273,,,
RET1,YOR207C,RPB5,YBR154C,0.989,,,
RET1,YOR207C,RPC11,YDR045C,0.683,,,
RET1,YOR207C,RPC19,YNL113W,0.99,,,
RET1,YOR207C,RPC34,YNR003C,0.99,,,
RET1,YOR207C,RPO31,YOR116C,0.99,,,
RET1,YOR207C,RPB10,YOR210W,0.968,,,
RET1,YOR207C,RPB8,YOR224C,0.85,,,
RET1,YOR207C,RPC40,YPR110C,0.99,,,
RET1,YOR207C,RPO26,YPR187W,0.961,,,
RET1,YOR207C,RPC82,YPR190C,0.989,,,
NPT1,YOR209C,THR4,YCR053W,0.989,,,
NPT1,YOR209C,CDC39,YCR093W,0.864,,,
NPT1,YOR209C,RPN5,YDL147W,0.755,,,
NPT1,YOR209C,SEM1,YDR363W-A,0.7,,,
NPT1,YOR209C,RPN9,YDR427W,0.984,,,
NPT1,YOR209C,RPN11,YFR004W,0.664,,,
NPT1,YOR209C,YNL022C,YNL022C,0.708,,,
NPT1,YOR209C,RPN8,YOR261C,0.989,,,
RPB10,YOR210W,ESR1,YBR136W,0.278,,,
RPB10,YOR210W,RPB7,YDR404C,0.989,,,
RPB10,YOR210W,TFG2,YGR005C,0.989,,,
RPB10,YOR210W,TFG1,YGR186W,0.989,,,
RPB10,YOR210W,RPC19,YNL113W,0.52,,,
RPB10,YOR210W,RPO31,YOR116C,0.919,,,
RPB10,YOR210W,RPB2,YOR151C,0.989,,,
RPB10,YOR210W,RPB8,YOR224C,0.943,,,
RPB10,YOR210W,RPA43,YOR340C,0.939,,,
RPB10,YOR210W,RPA135,YPR010C,0.932,,,
RPB10,YOR210W,RPC40,YPR110C,0.989,,,
SAS5,YOR213C,YRA1,YDR381W,0.645,,,
SAS5,YOR213C,RRS1,YOR294W,0.817,,,
RFC1,YOR217W,HTA2,YBL003C,0.927,,,
RFC1,YOR217W,YCR016W,YCR016W,0.338,,,
RFC1,YOR217W,HMO1,YDR174W,0.521,,,
RFC1,YOR217W,RFC2,YJR068W,0.787,,,
RFC1,YOR217W,RFC3,YNL290W,0.989,,,
RFC1,YOR217W,RFC4,YOL094C,0.985,,,
RPB8,YOR224C,RPB2,YOR151C,0.531,,,
RPB8,YOR224C,YPL225W,YPL225W,0.989,,,
WTM1,YOR230W,NAP1,YKR048C,0.663,,,
SSP2,YOR242C,CDC27,YBL084C,0.344,,,
ESA1,YOR244W,HTA2,YBL003C,0.822,,,
ESA1,YOR244W,EPL1,YFL024C,0.99,,,
ESA1,YOR244W,ARP4,YJL081C,0.989,,,
ESA1,YOR244W,YAF9,YNL107W,0.989,,,
ESA1,YOR244W,EAF3,YPR023C,0.623,,,
APC5,YOR249C,CDC27,YBL084C,0.344,,,
APC5,YOR249C,YER004W,YER004W,0.364,,,
APC5,YOR249C,MLC1,YGL106W,0.341,,,
APC5,YOR249C,CDC23,YHR166C,0.451,,,
APC5,YOR249C,YKR064W,YKR064W,0.451,,,
APC5,YOR249C,APC2,YLR127C,0.915,,,
APC5,YOR249C,MRP7,YNL005C,0.34,,,
YOR252W,YOR252W,MSF1,YPR047W,0.298,,,
YOR253W,YOR253W,RIM8,YGL045W,0.683,,,
SEC63,YOR254C,SEC66,YBR171W,0.841,,,
SEC63,YOR254C,SEC72,YLR292C,0.817,,,
SEC63,YOR254C,TIF34,YMR146C,0.404,,,
CDC31,YOR257W,SAC3,YDR159W,0.527,,,
CDC31,YOR257W,SEM1,YDR363W-A,0.755,,,
CDC31,YOR257W,STM1,YLR150W,0.332,,,
GCD1,YOR260W,ESR1,YBR136W,0.392,,,
GCD1,YOR260W,YGL064C,YGL064C,0.392,,,
GCD1,YOR260W,MRF1,YGL143C,0.29,,,
GCD1,YOR260W,GCD2,YGR083C,0.645,,,
GCD1,YOR260W,SUI2,YJR007W,0.779,,,
GCD1,YOR260W,GCN3,YKR026C,0.835,,,
GCD1,YOR260W,GCD7,YLR291C,0.964,,,
RPN8,YOR261C,RPT3,YDR394W,0.989,,,
RPN8,YOR261C,FPR2,YDR519W,0.6,,,
RPN8,YOR261C,HYP2,YEL034W,0.653,,,
RPN8,YOR261C,RPT1,YKL145W,0.988,,,
RPN8,YOR261C,RPN13,YLR421C,0.828,,,
RPN8,YOR261C,RPT5,YOR117W,0.914,,,
RPN8,YOR261C,RPT4,YOR259C,0.67,,,
PAC1,YOR269W,ARC40,YBR234C,0.413,,,
PAC1,YOR269W,YEL023C,YEL023C,0.308,,,
CAF20,YOR276W,CDC33,YOL139C,0.845,,,
YOR289W,YOR289W,YDR474C,YDR474C,0.321,,,
SNF2,YOR290C,SNF5,YBR289W,0.989,,,
SNF2,YOR290C,YFL049W,YFL049W,0.989,,,
SNF2,YOR290C,SNF6,YHL025W,0.989,,,
SNF2,YOR290C,ARP9,YMR033W,0.988,,,
SNF2,YOR290C,SNF12,YNR023W,0.989,,,
SNF2,YOR290C,SWI1,YPL016W,0.989,,,
SNF2,YOR290C,ARP7,YPR034W,0.989,,,
YOR305W,YOR305W,YEL023C,YEL023C,0.308,,,
YOR305W,YOR305W,SMD2,YLR275W,0.429,,,
YOR305W,YOR305W,SME1,YOR159C,0.774,,,
SNU66,YOR308C,PRP6,YBR055C,0.985,,,
SNU66,YOR308C,PRP3,YDR473C,0.987,,,
NOP58,YOR310C,GLK1,YCL040W,0.989,,,
NOP58,YOR310C,PRP43,YGL120C,0.467,,,
NOP58,YOR310C,ARO9,YHR137W,0.76,,,
NOP58,YOR310C,UGP1,YKL035W,0.971,,,
NOP58,YOR310C,SRP1,YNL189W,0.989,,,
NOP58,YOR310C,RVB2,YPL235W,0.971,,,
NOP58,YOR310C,RRP9,YPR137W,0.989,,,
HSH49,YOR319W,RSE1,YML049C,0.971,,,
PRO2,YOR323C,PEP3,YLR148W,0.36,,,
MYO2,YOR326W,CMD1,YBR109C,0.839,,,
MRS2,YOR334W,YIL169C,YIL169C,0.387,,,
MRS2,YOR334W,SUE1,YPR151C,0.364,,,
ALA1,YOR335C,TIM11,YDR322C-A,0.34,,,
RPA43,YOR340C,NET1,YJL076W,0.916,,,
RPA43,YOR340C,RPC19,YNL113W,0.99,,,
RPA43,YOR340C,RPA190,YOR341W,0.99,,,
RPA43,YOR340C,RPA135,YPR010C,0.988,,,
RPA43,YOR340C,RPC40,YPR110C,0.99,,,
RPA43,YOR340C,RPO26,YPR187W,0.986,,,
RPA190,YOR341W,RPC19,YNL113W,0.99,,,
RPA190,YOR341W,RPB10,YOR210W,0.583,,,
RPA190,YOR341W,RPB8,YOR224C,0.947,,,
RPA190,YOR341W,RPA135,YPR010C,0.99,,,
RPA190,YOR341W,RPC40,YPR110C,0.97,,,
RPA190,YOR341W,RPO26,YPR187W,0.989,,,
PYK2,YOR347C,SSC1,YJR045C,0.48,,,
YOR353C,YOR353C,KIC1,YHR102W,0.429,,,
VTS1,YOR359W,STM1,YLR150W,0.645,,,
PRT1,YOR361C,KAP122,YGL016W,0.291,,,
PRT1,YOR361C,SUI2,YJR007W,0.445,,,
PRT1,YOR361C,HCR1,YLR192C,0.99,,,
PRT1,YOR361C,TIF34,YMR146C,0.896,,,
PRT1,YOR361C,SUI1,YNL244C,0.932,,,
PRT1,YOR361C,TIF5,YPR041W,0.99,,,
PRE10,YOR362C,GDH3,YAL062W,0.527,,,
PRE10,YOR362C,PRE3,YJL001W,0.825,,,
PRE10,YOR362C,HAP1,YLR256W,0.507,,,
PRE10,YOR362C,PRE5,YMR314W,0.41,,,
RAD17,YOR368W,YEL023C,YEL023C,0.286,,,
RAD17,YOR368W,MLC1,YGL106W,0.298,,,
RAD17,YOR368W,TDH2,YJR009C,0.385,,,
ALD4,YOR374W,KAP104,YBR017C,0.989,,,
HAT1,YPL001W,HTB2,YBL002W,0.809,,,
HAT1,YPL001W,HTA2,YBL003C,0.812,,,
HAT1,YPL001W,PTC4,YBR125C,0.353,,,
HAT1,YPL001W,YRA1,YDR381W,0.452,,,
HAT1,YPL001W,SPT3,YDR392W,0.394,,,
HAT1,YPL001W,SET1,YHR119W,0.639,,,
HAT1,YPL001W,SWE1,YJL187C,0.557,,,
HAT1,YPL001W,YJR154W,YJR154W,0.851,,,
HAT1,YPL001W,AHP1,YLR109W,0.372,,,
HAT1,YPL001W,STM1,YLR150W,0.557,,,
HAT1,YPL001W,RPL37A,YLR185W,0.611,,,
HAT1,YPL001W,ABF2,YMR072W,0.712,,,
HAT1,YPL001W,ORC5,YNL261W,0.97,,,
HAT1,YPL001W,ASE1,YOR058C,0.559,,,
HAT1,YPL001W,ORC4,YPR162C,0.99,,,
YPL004C,YPL004C,FAB1,YFR019W,0.687,,,
YPL004C,YPL004C,CDC20,YGL116W,0.705,,,
YPL004C,YPL004C,BCK1,YJL095W,0.559,,,
YPL004C,YPL004C,MRP8,YKL142W,0.989,,,
YPL009C,YPL009C,CBF5,YLR175W,0.87,,,
YPL009C,YPL009C,HAS1,YMR290C,0.986,,,
TAF47,YPL011C,TAF145,YGR274C,0.769,,,
TAF47,YPL011C,TAF40,YML015C,0.392,,,
RRP12,YPL012W,SSE2,YBR169C,0.29,,,
RRP12,YPL012W,PRP2,YNR011C,0.286,,,
RRP12,YPL012W,YPL216W,YPL216W,0.392,,,
SWI1,YPL016W,SNF5,YBR289W,0.895,,,
SWI1,YPL016W,RTT102,YGR275W,0.417,,,
SWI1,YPL016W,SNF6,YHL025W,0.87,,,
SWI1,YPL016W,SWI3,YJL176C,0.99,,,
SWI1,YPL016W,ARP9,YMR033W,0.989,,,
SWI1,YPL016W,SNF12,YNR023W,0.989,,,
CTF19,YPL018W,MCM22,YJR135C,0.62,,,
CTF19,YPL018W,YLR315W,YLR315W,0.274,,,
ULP1,YPL020C,KAP95,YLR347C,0.99,,,
ULP1,YPL020C,PSE1,YMR308C,0.989,,,
ULP1,YPL020C,SRP1,YNL189W,0.989,,,
RAD1,YPL022W,YCR087CA,YCR087C-A,0.559,,,
RAD1,YPL022W,SAC6,YDR129C,0.549,,,
RAD1,YPL022W,YRA1,YDR381W,0.75,,,
RAD1,YPL022W,EFT2,YDR385W,0.29,,,
RAD1,YPL022W,RVS167,YDR388W,0.989,,,
RAD1,YPL022W,ARP3,YJR065C,0.705,,,
RAD1,YPL022W,CRN1,YLR429W,0.989,,,
RAD1,YPL022W,YPL146C,YPL146C,0.559,,,
RAD1,YPL022W,YPL183C,YPL183C,0.826,,,
ERG10,YPL028W,LEU1,YGL009C,0.66,,,
PHO85,YPL031C,PCL6,YER059W,0.404,,,
PHO85,YPL031C,YLR190W,YLR190W,0.298,,,
PHO85,YPL031C,PCL8,YPL219W,0.738,,,
SVL3,YPL032C,HTA2,YBL003C,0.3,,,
SVL3,YPL032C,MAM33,YIL070C,0.588,,,
ISM1,YPL040C,MLC1,YGL106W,0.666,,,
ISM1,YPL040C,MYO2,YOR326W,0.454,,,
YPL047W,YPL047W,SPT7,YBR081C,0.987,,,
YPL047W,YPL047W,TAF5,YBR198C,0.988,,,
YPL047W,YPL047W,TAF68,YDR145W,0.987,,,
YPL047W,YPL047W,TAF25,YDR167W,0.333,,,
YPL047W,YPL047W,ADA2,YDR448W,0.615,,,
YPL047W,YPL047W,SGF73,YGL066W,0.899,,,
YPL047W,YPL047W,GCN5,YGR252W,0.988,,,
YPL047W,YPL047W,YHR121W,YHR121W,0.289,,,
YPL047W,YPL047W,HFI1,YPL254W,0.475,,,
YPL066W,YPL066W,IPP1,YBR011C,0.946,,,
YPL066W,YPL066W,NOP1,YDL014W,0.298,,,
YPL066W,YPL066W,CDC48,YDL126C,0.769,,,
YPL066W,YPL066W,TUS1,YLR425W,0.627,,,
YTA6,YPL074W,BMH2,YDR099W,0.294,,,
YTA6,YPL074W,YGL245W,YGL245W,0.404,,,
YTA6,YPL074W,PIL1,YGR086C,0.737,,,
YTA6,YPL074W,SSB2,YNL209W,0.295,,,
BRO1,YPL084W,PAF1,YBR279W,0.585,,,
ELP3,YPL086C,ELP2,YGR200C,0.939,,,
ELP3,YPL086C,IKI1,YHR187W,0.738,,,
ELP3,YPL086C,YJL069C,YJL069C,0.295,,,
ELP3,YPL086C,ELP4,YPL101W,0.841,,,
RPS6A,YPL090C,YER030W,YER030W,0.385,,,
RPS6A,YPL090C,ATE1,YGL017W,0.298,,,
RPS6A,YPL090C,NAP1,YKR048C,0.899,,,
RPS6A,YPL090C,IDH1,YNL037C,0.379,,,
YPL105C,YPL105C,TIF34,YMR146C,0.988,,,
YPL110C,YPL110C,NET1,YJL076W,0.639,,,
HOS3,YPL116W,CDC31,YOR257W,0.929,,,
TFB2,YPL122C,YDR079CA,YDR079C-A,0.915,,,
NAN1,YPL126W,POL5,YEL055C,0.989,,,
NAN1,YPL126W,PRT1,YOR361C,0.441,,,
RDS2,YPL133C,SHP1,YBL058W,0.492,,,
SPP1,YPL138C,YHR029C,YHR029C,0.557,,,
SPP1,YPL138C,SWD2,YKL018W,0.989,,,
SPP1,YPL138C,YLL023C,YLL023C,0.36,,,
YPL141C,YPL141C,TRL1,YJL087C,0.314,,,
YPL141C,YPL141C,SAG1,YJR004C,0.364,,,
YPL141C,YPL141C,YJR124C,YJR124C,0.364,,,
YPL144W,YPL144W,HYP2,YEL034W,0.527,,,
YPL144W,YPL144W,CYC7,YEL039C,0.527,,,
YPL144W,YPL144W,YGL245W,YGL245W,0.334,,,
YPL144W,YPL144W,YLR021W,YLR021W,0.527,,,
YPL144W,YPL144W,SUI1,YNL244C,0.31,,,
YPL146C,YPL146C,CPR1,YDR155C,0.294,,,
YPL146C,YPL146C,EBP2,YKL172W,0.286,,,
YPL146C,YPL146C,STM1,YLR150W,0.645,,,
YPL146C,YPL146C,HSC82,YMR186W,0.298,,,
YPL150W,YPL150W,STM1,YLR150W,0.332,,,
RAD53,YPL153C,HMO1,YDR174W,0.584,,,
RAD53,YPL153C,KAP95,YLR347C,0.989,,,
RAD53,YPL153C,SRP1,YNL189W,0.989,,,
CDC60,YPL160W,GDH3,YAL062W,0.549,,,
CDC60,YPL160W,ATP16,YDL004W,0.841,,,
CDC60,YPL160W,DHH1,YDL160C,0.821,,,
CDC60,YPL160W,DNF1,YER166W,0.645,,,
CDC60,YPL160W,YKR022C,YKR022C,0.385,,,
BEM4,YPL161C,SGE1,YPR198W,0.392,,,
MEX67,YPL169C,YRA1,YDR381W,0.645,,,
MEX67,YPL169C,NUP85,YJR042W,0.404,,,
YPL170W,YPL170W,RRP1,YDR087C,0.298,,,
YPL170W,YPL170W,GLG1,YKR058W,0.392,,,
CUP9,YPL177C,NDC1,YML031W,0.451,,,
CBC2,YPL178W,YKL214C,YKL214C,0.509,,,
CBC2,YPL178W,KAP95,YLR347C,0.937,,,
CBC2,YPL178W,SRP1,YNL189W,0.989,,,
SHD7,YPL180W,YLR454W,YLR454W,0.319,,,
SHD7,YPL180W,RRS1,YOR294W,0.332,,,
CTI6,YPL181W,DEP1,YAL013W,0.889,,,
CTI6,YPL181W,TDP1,YBR223C,0.3,,,
CTI6,YPL181W,SDS3,YIL084C,0.718,,,
CTI6,YPL181W,PHO23,YNL097C,0.552,,,
CTI6,YPL181W,RPD3,YNL330C,0.989,,,
CTI6,YPL181W,UME1,YPL139C,0.965,,,
YPL183C,YPL183C,YBR061C,YBR061C,0.989,,,
NAB3,YPL190C,GAT1,YFL021W,0.364,,,
APL5,YPL195W,YRA1,YDR381W,0.683,,,
APL5,YPL195W,PUS1,YPL212C,0.882,,,
YPL199C,YPL199C,YKL215C,YKL215C,0.32,,,
YPL201C,YPL201C,TFP1,YDL185W,0.429,,,
YPL201C,YPL201C,YGL245W,YGL245W,0.451,,,
YPL201C,YPL201C,VMA7,YGR020C,0.774,,,
YPL201C,YPL201C,VMA10,YHR039C-B,0.773,,,
YPL201C,YPL201C,VMA13,YPR036W,0.818,,,
TPK2,YPL203W,CHK1,YBR274W,0.364,,,
TPK2,YPL203W,TPK1,YJL164C,0.429,,,
TPK2,YPL203W,HSL1,YKL101W,0.316,,,
YPL207W,YPL207W,CSR1,YLR380W,0.663,,,
YPL208W,YPL208W,YGR090W,YGR090W,0.387,,,
YPL208W,YPL208W,YIL105C,YIL105C,0.645,,,
YPL208W,YPL208W,YJR110W,YJR110W,0.645,,,
YPL208W,YPL208W,YLR424W,YLR424W,0.295,,,
YPL208W,YPL208W,ARP7,YPR034W,0.298,,,
IPL1,YPL209C,SLI15,YBR156C,0.404,,,
IPL1,YPL209C,YDL053C,YDL053C,0.294,,,
IPL1,YPL209C,YRA1,YDR381W,0.404,,,
IPL1,YPL209C,RVS167,YDR388W,0.295,,,
IPL1,YPL209C,YER156C,YER156C,0.29,,,
IPL1,YPL209C,UBA1,YKL210W,0.794,,,
IPL1,YPL209C,CBF5,YLR175W,0.295,,,
IPL1,YPL209C,KAP95,YLR347C,0.295,,,
NIP7,YPL211W,YMR034C,YMR034C,0.48,,,
LEA1,YPL213W,MSL1,YIR009W,0.479,,,
BMS1,YPL217C,YRA1,YDR381W,0.645,,,
BMS1,YPL217C,SMF3,YLR034C,0.392,,,
NEW1,YPL226W,HSP26,YBR072W,0.559,,,
ALG5,YPL227C,YRA1,YDR381W,0.817,,,
ALG5,YPL227C,SEC16,YPL085W,0.392,,,
CET1,YPL228W,CEG1,YGL130W,0.988,,,
CET1,YPL228W,YHR130C,YHR130C,0.48,,,
FAS2,YPL231W,FAS1,YKL182W,0.841,,,
FAS2,YPL231W,YNL047C,YNL047C,0.392,,,
YAR1,YPL239W,LTV1,YKL143W,0.364,,,
HSP82,YPL240C,PPT1,YGR123C,0.99,,,
YPL245W,YPL245W,YGL245W,YGL245W,0.451,,,
YPL245W,YPL245W,STM1,YLR150W,0.451,,,
YPL245W,YPL245W,DCS1,YLR270W,0.308,,,
YPL245W,YPL245W,ESC8,YOL017W,0.314,,,
YPL245W,YPL245W,DCS2,YOR173W,0.308,,,
YPL247C,YPL247C,HSP60,YLR259C,0.988,,,
GYP5,YPL249C,RVS167,YDR388W,0.586,,,
HFI1,YPL254W,YPL222W,YPL222W,0.286,,,
APM1,YPL259C,APL4,YPR029C,0.99,,,
KEL3,YPL263C,YRO2,YBR054W,0.483,,,
KEL3,YPL263C,DYN1,YKR054C,0.509,,,
SPO69,YPR007C,YCR095C,YCR095C,0.364,,,
SPO69,YPR007C,YHR121W,YHR121W,0.341,,,
HAA1,YPR008W,HTA2,YBL003C,0.295,,,
HAA1,YPR008W,NGG1,YDR176W,0.294,,,
HAA1,YPR008W,DST1,YGL043W,0.295,,,
HAA1,YPR008W,ERB1,YMR049C,0.295,,,
RPA135,YPR010C,RPB5,YBR154C,0.987,,,
RPA135,YPR010C,RPC40,YPR110C,0.99,,,
RPA135,YPR010C,RPO26,YPR187W,0.488,,,
EAF3,YPR023C,VID21,YDR359C,0.577,,,
EAF3,YPR023C,YNG2,YHR090C,0.485,,,
EAF3,YPR023C,RPD3,YNL330C,0.99,,,
EAF3,YPR023C,UME1,YPL139C,0.99,,,
CCL1,YPR025C,TFB3,YDR460W,0.99,,,
CCL1,YPR025C,SSL1,YLR005W,0.989,,,
CCL1,YPR025C,TFB4,YPR056W,0.989,,,
ARP7,YPR034W,FUN31,YAL017W,0.425,,,
ARP7,YPR034W,PSA1,YDL055C,0.406,,,
ARP7,YPR034W,YDR520C,YDR520C,0.404,,,
ARP7,YPR034W,BEM2,YER155C,0.737,,,
ARP7,YPR034W,YIL177C,YIL177C,0.627,,,
ARP7,YPR034W,GLG2,YJL137C,0.294,,,
ARP7,YPR034W,SWI3,YJL176C,0.946,,,
ARP7,YPR034W,MLH2,YLR035C,0.298,,,
ARP7,YPR034W,ARP9,YMR033W,0.841,,,
ARP7,YPR034W,APG16,YMR159C,0.392,,,
ARP7,YPR034W,MKT1,YNL085W,0.286,,,
ARP7,YPR034W,NFI1,YOR156C,0.627,,,
ARP7,YPR034W,SWI1,YPL016W,0.901,,,
ARP7,YPR034W,YPR081C,YPR081C,0.627,,,
SDF1,YPR040W,RPN5,YDL147W,0.29,,,
SDF1,YPR040W,RPN9,YDR427W,0.29,,,
TIF5,YPR041W,SUI2,YJR007W,0.988,,,
TIF5,YPR041W,TIF34,YMR146C,0.989,,,
YPR045C,YPR045C,HEX3,YDL013W,0.444,,,
YPR045C,YPR045C,SWA2,YDR320C,0.342,,,
YPR045C,YPR045C,SEM1,YDR363W-A,0.786,,,
YPR045C,YPR045C,YRA1,YDR381W,0.879,,,
YPR045C,YPR045C,LOC1,YFR001W,0.488,,,
YPR045C,YPR045C,EBP2,YKL172W,0.559,,,
YPR045C,YPR045C,RPF2,YKR081C,0.584,,,
YPR045C,YPR045C,RRS1,YOR294W,0.877,,,
MCM16,YPR046W,HHF1,YBR009C,0.892,,,
MCM16,YPR046W,AME1,YBR211C,0.755,,,
MCM16,YPR046W,MCM21,YDR318W,0.773,,,
MCM16,YPR046W,YDR383C,YDR383C,0.832,,,
MCM16,YPR046W,"ARG5,6",YER069W,0.8,,,
MCM16,YPR046W,PRP18,YGR006W,0.384,,,
MCM16,YPR046W,OKP1,YGR179C,0.722,,,
MCM16,YPR046W,MCM22,YJR135C,0.722,,,
CVT9,YPR049C,IML3,YBR107C,0.294,,,
CVT9,YPR049C,BMH2,YDR099W,0.341,,,
CVT9,YPR049C,RPA14,YDR156W,0.341,,,
CVT9,YPR049C,RPC19,YNL113W,0.829,,,
CVT9,YPR049C,YPL166W,YPL166W,0.406,,,
CVT9,YPR049C,RPC40,YPR110C,0.425,,,
NHP6A,YPR052C,URA5,YML106W,0.38,,,
YPR061C,YPR061C,LYS12,YIL094C,0.34,,,
FCY1,YPR062W,RVS161,YCR009C,0.294,,,
FCY1,YPR062W,HSP104,YLL026W,0.29,,,
FCY1,YPR062W,YLL055W,YLL055W,0.392,,,
